w_v_nm,solar_E_wm2um,a_ozone,a_umg,a_water,cloud_a_i,cloud_b_i,cloud_c_i,cloud_d_i,cloud_e_i,cloud_f_i
655,1.462,0.059,0,0.142,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
656,1.371,0.058,0,0.117,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
657,1.377,0.057,0,0.087,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
658,1.415,0.056,0,0.057,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
659,1.46,0.056,0,0.029,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
660,1.505,0.055,0,0.008,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
661,1.548,0.054,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
662,1.581,0.053,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
663,1.584,0.052,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
664,1.576,0.051,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
665,1.566,0.051,0,0.001,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
666,1.557,0.05,0,0.002,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
667,1.55,0.049,0,0.002,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
668,1.543,0.048,0,0.001,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
669,1.537,0.047,0,0.001,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
670,1.531,0.046,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
671,1.525,0.045,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
672,1.519,0.045,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
673,1.512,0.044,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
674,1.506,0.043,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
675,1.5,0.042,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
676,1.494,0.041,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
677,1.488,0.04,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
678,1.481,0.04,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
679,1.476,0.039,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
680,1.472,0.038,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
681,1.469,0.037,0,0.001,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
682,1.466,0.036,0,0.001,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
683,1.463,0.035,0,0.001,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
684,1.46,0.034,0,0.001,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
685,1.457,0.034,0,0.002,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
686,1.454,0.033,0.067,0.002,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
687,1.45,0.032,0.81,0.002,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
688,1.447,0.031,0.65,0.001,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
689,1.444,0.03,0.505,0.001,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
690,1.441,0.03,0.36,0.001,2.682,1.346,-6.94E-06,2.35E-05,0.794,4.226
691,1.438,0.029,0.325,0.084,2.682,1.346,-6.94E-06,2.35E-05,0.794,4.226
692,1.435,0.028,0.248,0.196,2.682,1.346,-6.94E-06,2.35E-05,0.794,4.226
693,1.432,0.027,0.157,0.317,2.682,1.346,-6.94E-06,2.35E-05,0.794,4.226
694,1.429,0.026,0.068,0.434,2.682,1.346,-6.94E-06,2.35E-05,0.794,4.226
695,1.426,0.025,0.001,0.53,2.682,1.346,-6.94E-06,2.35E-05,0.794,4.226
696,1.423,0.024,0,0.588,2.682,1.346,-6.94E-06,2.35E-05,0.794,4.226
697,1.42,0.024,0,0.621,2.682,1.346,-6.94E-06,2.35E-05,0.794,4.226
698,1.417,0.023,0,0.637,2.682,1.346,-6.94E-06,2.35E-05,0.794,4.226
699,1.414,0.022,0,0.636,2.682,1.346,-6.94E-06,2.35E-05,0.794,4.226
700,1.411,0.022,0,0.602,2.682,1.346,-6.94E-06,2.35E-05,0.794,4.226
